Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile	Ribohits.summed	Ribohits.summed.length	ISD.p1.iupred2	ISD.p2.iupred2	Length.p1	Length.p2	RSA.p1	RSA.p2	Disprop.p1	Disprop.p2	ISD.p2.grafted	tai.4.log
YDR214W	0	238	0.0396	0.117135	0.3138	0.284373428571429	0.0145	0.0271	29	9	22	0.311964285714286	0.239571428571429	98	0	0	0	0.0072	0.006	21	8	0.210380952380952	0.20275	0.302904761904762	0.266	0.08729	-0.902905015847812
YDR221W	1	87.4	0.4785	0.4061125	0.6068275	0.248597720797721	0.317	0.0879	5	4	7	0.5105	0.32775	532	0	4	0.00753295668549906	0.2978	0.5288	6	3	0.281666666666667	0.329	0.452666666666667	0.475333333333333	0.4266675	-1.62770769248865
YDR223W	1	1.14	0.2191	0.2474325	0.4778675	0.496843040685225	0.3523	0.1535	32	3	40	0.438483870967742	0.277870967741936	352	0	2	0.0056980056980057	0.0606	0.1069	39	2	0.253846153846154	0.125	0.331717948717949	0.09	0.1819425	-0.656031393127691
YDR224C	1	810	NA	NA	NA	0.493877099236641	0.4941	0.0132	1	18	10	NA	NA	126	0	331	2.648	0.3531	0.0243	9	17	0.262444444444444	0.198176470588235	0.358	0.288882352941176	0.0376575	NA
YDR225W	1	169	0.226	0.19609	0.41481	0.367717424242424	0.5267	0.0329	13	7	44	0.3395	0.28725	181	0	425	2.36111111111111	0.0487	0.1228	43	6	0.231720930232558	0.201333333333333	0.322162790697674	0.324166666666667	0.131555	-1.2038982169293
YDR226W	1	1717	NA	NA	NA	0.409713963963964	0.2839	0.0185	1	8	15	NA	NA	128	0	95	0.748031496062992	0.0362	0.18	14	7	0.213214285714286	0.222857142857143	0.273642857142857	0.278	0.192505	NA
YDR227W	1	12.2	0.0304	0.0478175	0.1781125	0.558053608247423	0.3247	0.0105	23	10	38	0.316909090909091	0.217409090909091	167	0	10	0.0602409638554217	0.0254	0.3765	37	9	0.235837837837838	0.287777777777778	0.318054054054054	0.407111111111111	0.359025	-1.2604101580447
YDR228C	0	52.5	0.047	0.06782	0.2143575	0.339404952076677	0.3528	0.0253	17	9	NA	0.264875	0.240625	66	1	0	0	NA	0.129	NA	8	NA	0.230375	NA	0.2965	0.148975	-1.67708206357131
YDR229W	0	35.6	0.8885	0.2998325	0.4929825	0.532575055187638	0.9348	0.4135	3	11	19	0.24	0.2445	55	0	0	0	0.4366	0.2523	18	10	0.253222222222222	0.1812	0.340222222222222	0.2257	0.0339875	NA
YDR231C	1	18.3	0.3735	0.6311925	0.78494	0.35259512195122	0.18	0.049	9	30	15	0.46375	0.3525	170	0	30	0.177514792899408	0.4981	0.2596	14	29	0.328285714285714	0.277310344827586	0.524285714285714	0.426	0.293975	-1.58496824295274
YDR232W	1	260	0.4638	0.4022625	0.60831	0.260586678832117	0.3519	0.0509	10	39	9	0.324888888888889	0.271111111111111	176	0	89	0.508571428571429	0.396	0.0456	8	38	0.24825	0.234710526315789	0.311625	0.346473684210526	0.04432	-0.684037831509338
YDR233C	1	1054	0.2097	0.0592425	0.19471	0.275011186440678	0.7918	0.022	11	25	13	0.3219	0.2324	145	0	106	0.736111111111111	0.1937	0.0552	12	24	0.238916666666667	0.201208333333333	0.326916666666667	0.257375	0.0189525	-1.84373393716455
YDR234W	0	186	0.0547	0.236635	0.4268325	0.263755411255411	0.0786	0.0048	3	6	33	0.225	0.1595	103	0	0	0	0.012	0.0245	32	5	0.2155625	0.1704	0.28703125	0.1512	0.14288	NA
YDR235W	0	19.1	0.1127	0.1773275	0.368315	0.0449628676470588	0.3415	0.0305	8	14	26	0.368714285714286	0.233857142857143	84	0	0	0	0.0253	0.099	25	13	0.26304	0.253769230769231	0.359	0.310076923076923	0.245435	-0.376080391802112
YDR236C	1	10.6	0.0372	0.14783	0.34239	0.162213302752294	0.19	0.0083	16	13	6	0.3304	0.225666666666667	108	0	21	0.196261682242991	0.2272	0.2148	5	12	0.3292	0.262416666666667	0.4342	0.492916666666667	0.30513	-1.43089619919416
YDR237W	1	12.8	0.0962	0.1699125	0.36167	0.317746917808219	0.1287	0.0681	10	29	23	0.365111111111111	0.225777777777778	127	0	25	0.198412698412698	0.185	0.1622	22	28	0.264318181818182	0.252785714285714	0.397545454545455	0.3955	0.2104825	-1.14922591668809
YDR238C	1	377	0.2059	0.3403575	0.54598	0.179252620760534	0.1561	0.1761	5	11	4	0.4275	0.24225	195	0	28	0.144329896907216	0.4923	0.2191	3	10	0.365	0.2728	0.927	0.4259	0.3529175	-1.52322771456723
YDR239C	0	8.29	0.8456	0.2674575	0.4650725	0.612206734434562	0.7728	0.1491	5	8	NA	0.50525	0.2385	79	1	0	0	NA	0.4021	NA	7	NA	0.178571428571429	NA	0.336285714285714	0.09031	-1.74378409452143
YDR240C	1	8.32	0.0556	0.26122	0.47153	0.292699593495935	0.0158	0.0074	9	4	13	0.370125	0.231125	58	0	3	0.0526315789473684	0.038	0.0188	12	3	0.242666666666667	0.254666666666667	0.355083333333333	0.399	0.302705	-0.828992455322573
YDR242W	0	1.42	0.0102	0.30747	0.5111125	0.195906557377049	0.0216	0.0811	4	20	3	0.297333333333333	0.223	96	0	0	0	0.0142	0.1381	2	19	0.3625	0.30278947368421	0.5295	0.429736842105263	0.339485	NA
YDR243C	0	4.02	NA	NA	NA	0.309858503401361	0.142	0.0062	NA	NA	NA	NA	NA	18	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
YDR244W	0	23.6	0.0345	0.06058	0.22342	0.41051454248366	0.1172	0.0345	65	17	30	0.38496875	0.239546875	195	0	0	0	0.03	0.0128	29	16	0.227310344827586	0.2065625	0.338068965517241	0.2950625	0.0621475	-1.35583189462206
YDR245W	0	65.6	NA	NA	NA	0.154540203562341	0.016	0.0088	NA	8	41	NA	NA	144	1	0	0	0.0049	0.0059	40	7	0.216025	0.250285714285714	0.2955	0.339	0.11037	NA
YDR246W	1	38.4	0.4364	0.45346	0.659155	0.319664383561644	0.2848	0.3248	21	8	16	0.4163	0.29275	155	0	12	0.0779220779220779	0.5345	0.3566	15	7	0.311533333333333	0.274	0.409933333333333	0.374571428571429	0.3602325	-1.84237309724803
YDR247W	1	16.2	0.1429	0.10719	0.29174	0.226684381778742	0.434	0.0139	47	15	40	0.411608695652174	0.251260869565217	373	0	9	0.0241935483870968	0.0854	0.2414	39	14	0.230641025641026	0.242857142857143	0.365128205128205	0.393	0.1923525	-1.89111626583491
YDR251W	1	50.3	0.5666	0.36917	0.5870375	0.442425903614458	0.477	0.09	12	17	37	0.538272727272727	0.295636363636364	136	0	30	0.222222222222222	0.1245	0.2116	36	16	0.227916666666667	0.223125	0.332333333333333	0.3095	0.0984225	-1.51089513706175
YDR252W	1	22.6	0.7713	0.4329575	0.62619	0.482802684563758	0.546	0.0265	4	2	9	0.561666666666667	0.275	666	0	9	0.0135338345864662	0.4109	0.7547	8	1	0.2565	0.272	0.28175	0.401	0.3600675	NA
YDR253C	1	2.73	0.8928	0.41219	0.6112025	0.535719371727749	0.8508	0.1684	4	3	11	0.629666666666667	0.39	79	0	6	0.0769230769230769	0.3985	0.8942	10	2	0.2605	0.4285	0.379	0.6845	0.4095375	NA
YDR254W	1	8.21	0.0388	0.1084525	0.288365	0.170853711790393	0.285	0.1434	11	65	37	0.3059	0.2418	521	0	16	0.0307692307692308	0.3599	0.0372	36	64	0.29475	0.248796875	0.424472222222222	0.37071875	0.0567625	-0.913876753436781
YDR255C	1	2.36	0.0085	0.02785	0.1413125	0.204263657957245	0.1036	0.0213	21	6	2	0.2921	0.23495	957	0	1	0.00104602510460251	0.078	0.0215	1	5	0.366	0.2324	0.407	0.3678	0.20964	-1.39863500952012
YDR257C	1	67.9	0.1264	0.151935	0.3340225	0.179736842105263	0.4192	0.2016	8	21	5	0.294714285714286	0.188571428571429	303	0	12	0.0397350993377483	0.1917	0.3592	4	20	0.26375	0.26985	0.37175	0.41745	0.3618125	-1.31031517078572
YDR258C	0	225	NA	NA	NA	0.278849198520345	0.5488	0.1289	NA	8	7	NA	NA	105	1	0	0	0.4944	0.4249	6	7	0.234833333333333	0.259	0.3385	0.446142857142857	0.29577	NA
YDR259C	1	12.4	0.6487	0.3156225	0.5190775	0.654562402088773	0.5501	0.0946	4	3	31	0.328666666666667	0.325	134	0	8	0.0601503759398496	0.3149	0.571	30	2	0.245366666666667	0.2445	0.3254	0.3775	0.2929625	NA
YDR260C	1	1.52	0.5442	0.3814875	0.5916275	0.533881176470588	0.5033	0.0384	10	4	24	0.391555555555556	0.282111111111111	372	0	40	0.107816711590297	0.1914	0.6079	23	3	0.240913043478261	0.303666666666667	0.353260869565217	0.502666666666667	0.4329125	-0.585512494144875
YDR261C	1	23.4	0.0528	0.1495425	0.349055	0.155358362989324	0.012	0.1499	32	2	24	0.326193548387097	0.246225806451613	113	0	26	0.232142857142857	0.008	0.0163	23	1	0.19995652173913	0.446	0.261347826086957	0.588	0.3488	-1.52213963588252
YDR263C	0	0.218	0.0261	0.0308525	0.149875	0.167283953488372	0.2652	0.0323	41	12	16	0.2807	0.2214	225	0	0	0	0.0086	0.0266	15	11	0.196466666666667	0.205818181818182	0.2638	0.324545454545455	0.0718025	-1.86477613692046
YDR264C	1	56.6	0.0586	0.079145	0.2304925	0.181531413612565	0.3331	0.0103	7	36	14	0.180166666666667	0.198166666666667	273	0	23	0.0845588235294118	0.0317	0.0469	13	35	0.220153846153846	0.242742857142857	0.245846153846154	0.379885714285714	0.0718225	-1.41304228772928
YDR265W	1	3.15	0.372	0.421865	0.6151225	0.113527596439169	0.0891	0.0291	3	21	6	0.3395	0.3515	193	0	1	0.00520833333333333	0.4056	0.1075	5	20	0.3216	0.252	0.4364	0.37825	0.160935	NA
YDR266C	1	52.8	0.0469	0.09958	0.2507225	0.385665727699531	0.5087	0.1857	6	10	9	0.2592	0.2012	133	0	12	0.0909090909090909	0.1271	0.1389	8	9	0.24575	0.208555555555556	0.337625	0.230333333333333	0.133335	-0.975939121548103
YDR267C	1	49.6	0.03	0.3098675	0.4983975	0.146100303030303	0.0906	0.1646	2	13	16	0.291	0.159	145	0	6	0.0416666666666667	0.1008	0.0979	15	12	0.270133333333333	0.275833333333333	0.419	0.40375	0.277475	NA
YDR268W	1	12.1	0.2546	0.3019925	0.5331175	0.239538786279683	0.149	0.0843	18	14	6	0.355235294117647	0.255058823529412	114	0	10	0.0884955752212389	0.1099	0.1446	5	13	0.2634	0.258769230769231	0.3992	0.409307692307692	0.247345	-1.91958347362479
YDR270W	1	3.89	0.085	0.2206	0.441575	0.112748007968127	0.2027	0.0418	18	4	2	0.357823529411765	0.271705882352941	79	0	2	0.0256410256410256	0.1137	0.2411	1	3	0.446	0.348333333333333	0.588	0.321333333333333	0.48289	-1.03172500937666
YDR272W	0	179	0.0872	0.0774225	0.2299275	0.316851094890511	0.4159	0.0872	14	NA	7	0.379769230769231	0.240153846153846	44	1	0	0	0.5524	NA	6	NA	0.311833333333333	NA	0.395666666666667	NA	NA	-1.21694465522194
YDR273W	0	1.11	NA	NA	NA	0.506751232876712	0.737	0.1662	NA	8	3	NA	NA	34	1	0	0	0.6784	0.3969	2	7	0.2105	0.221285714285714	0.488	0.312428571428571	0.181515	NA
YDR275W	1	10.5	0.1371	0.1319	0.3125375	0.190865531914894	0.2813	0.1031	72	2	14	0.349732394366197	0.25856338028169	286	0	23	0.0807017543859649	0.2052	0.2988	13	1	0.266384615384615	0.342	0.351615384615385	0.285	0.37919	-0.593202786057464
YDR276C	1	0.871	0.074	0.437305	0.6446875	0.00174545454545455	8e-04	0.0179	13	8	5	0.436083333333333	0.284916666666667	191	0	338	1.77894736842105	0.0012	0.0188	4	7	0.2705	0.326714285714286	0.3845	0.485428571428571	0.3878175	-1.37060568498994
YDR277C	1	7.07	0.3565	0.27338	0.4675	0.426727713625866	0.3707	0.1401	3	28	44	0.2535	0.274	278	0	52	0.187725631768953	0.2177	0.2602	43	27	0.283558139534884	0.253962962962963	0.419813953488372	0.388296296296296	0.1776575	NA
YDR279W	0	26.1	0.0566	0.2302825	0.4193325	0.297989428571429	0.1712	0.0921	4	NA	2	0.390333333333333	0.189333333333333	22	1	0	0	0.1643	NA	1	NA	0.278	NA	0.713	NA	NA	NA
YDR280W	1	89	0.3087	0.2412625	0.4240325	0.196686885245902	0.3822	0.0965	2	8	31	0.113	0.187	105	0	18	0.173076923076923	0.0891	0.2388	30	7	0.234333333333333	0.289857142857143	0.279366666666667	0.377857142857143	0.2051275	NA
YDR281C	1	0.999	NA	NA	NA	0.147946153846154	0.0057	0.0038	1	17	24	NA	NA	175	0	1	0.00574712643678161	0.0058	0.003	23	16	0.234608695652174	0.204	0.25595652173913	0.278875	0.0293175	NA
YDR284C	0	37.1	0.5017	0.3779175	0.570555	0.0836311418685121	0.4918	0.1076	2	10	28	0.781	0.411	86	0	0	0	0.0336	0.2398	27	9	0.234148148148148	0.286888888888889	0.303185185185185	0.362444444444444	0.27062	NA
YDR287W	0	4.34	0.1753	0.43797	0.63622	0.153526369863014	0.0613	0.1261	9	8	NA	0.569375	0.26525	87	1	0	0	NA	0.0432	NA	7	NA	0.267428571428571	NA	0.388285714285714	0.3364125	-1.91325461517027
YDR288W	0	23.4	0.0497	0.1462625	0.3286125	0.26266897689769	0.1435	0.0128	9	NA	4	0.22925	0.18275	50	1	0	0	0.1037	NA	3	NA	0.207	NA	0.417666666666667	NA	NA	-1.33691999003723
YDR289C	1	43.4	0.4683	0.315495	0.5168	0.503220048899755	0.5626	0.3749	4	2	6	0.319	0.274	67	0	10	0.151515151515152	0.5353	0.3599	5	1	0.2428	0.125	0.3822	0.09	0.24268	NA
YDR292C	0	51.4	0.039	0.27321	0.4653675	0.312949919484702	0.0731	0.0183	3	6	NA	0.3915	0.2965	78	1	0	0	NA	0.0686	NA	5	NA	0.2528	NA	0.411	0.2690775	NA
YDR294C	0	148	0.3716	0.2409725	0.451215	0.162209337860781	0.3609	0.3171	9	3	18	0.344125	0.260625	53	0	0	0	0.3377	0.5312	17	2	0.265	0.1715	0.401588235294118	0.27	0.241695	-0.95139830935142
YDR295C	1	21.8	0.7982	0.3098675	0.4983975	0.359791246290801	0.7211	0.0469	2	21	6	0.291	0.159	80	0	11	0.139240506329114	0.5852	0.2335	5	20	0.2598	0.2522	0.4328	0.378	0.1360975	NA
YDR296W	1	58.9	0.3728	0.299125	0.5304475	0.254652654867257	0.7274	0.3218	22	21	6	0.443428571428572	0.274952380952381	88	0	21	0.241379310344828	0.6492	0.2849	5	20	0.282	0.2742	0.3286	0.34285	0.230675	-1.32281555862465
YDR297W	1	489	0.0817	0.0819125	0.2395725	0.0864487106017192	0.4796	0.0437	37	12	35	0.379361111111111	0.231194444444444	171	0	22	0.129411764705882	0.0289	0.3715	34	11	0.223852941176471	0.239636363636364	0.336705882352941	0.386181818181818	0.3037525	-1.71782947069493
YDR298C	1	711	0.2129	0.358525	0.5520625	0.213530188679245	0.1578	0.0625	2	5	13	0.394	0.361	176	0	182	1.04	0.07	0.0306	12	4	0.230416666666667	0.16725	0.2995	0.194	0.151475	NA
YDR299W	1	208	0.0165	0.0270875	0.1290225	0.508559176029963	0.4023	0.048	12	6	20	0.238545454545455	0.204272727272727	95	0	16	0.170212765957447	0.1856	0.1413	19	5	0.241368421052632	0.2038	0.319263157894737	0.1892	0.162885	-1.05025200241509
YDR300C	1	160	0.4334	0.321585	0.541615	0.251558411214953	0.4309	0.0472	11	7	4	0.4623	0.2919	109	0	6	0.0555555555555556	0.7189	0.4909	3	6	0.341666666666667	0.353	0.489	0.459	0.38737	-0.776047507156599
YDR301W	1	11.4	0.1546	0.2166275	0.4195475	0.212497347089167	0.113	0.1374	8	21	5	0.275	0.246857142857143	128	0	3	0.0236220472440945	0.1526	0.0824	4	20	0.27175	0.24165	0.41225	0.3398	0.1569225	-1.7248721899366
YDR302W	1	28.8	0.0016	0.2745525	0.468775	0.094858904109589	0.0018	0.0065	3	5	10	0.2535	0.274	74	0	1	0.0136986301369863	0.0023	0.001	9	4	0.224666666666667	0.16775	0.228888888888889	0.289	0.158585	NA
YDR303C	1	47.5	0.2679	0.30612	0.5313225	0.231305875706215	0.2414	0.0472	14	19	7	0.434153846153846	0.307461538461538	106	0	6	0.0571428571428571	0.4391	0.0937	6	18	0.319	0.265166666666667	0.465	0.382333333333333	0.120125	-0.898703236268717
YDR304C	0	34	NA	NA	NA	0.273682222222222	0.5652	0.0462	NA	14	10	NA	NA	71	1	0	0	0.3979	0.2953	9	13	0.263777777777778	0.243538461538462	0.359333333333333	0.373153846153846	0.248945	NA
YDR308C	1	16.9	0.6531	0.3600675	0.5535275	0.322689285714286	0.3671	0.1321	2	31	18	0.401	0.272	107	0	23	0.216981132075472	0.2506	0.1306	17	30	0.288	0.241566666666667	0.401470588235294	0.355233333333333	0.1025925	NA
YDR309C	0	13.1	NA	NA	NA	0.570144908616188	0.3205	0.6854	NA	2	NA	NA	NA	16	1	0	0	NA	0.5098	NA	1	NA	0.278	NA	0.713	0.3533125	NA
YDR310C	1	17.6	0.3259	0.4170575	0.63032	0.570232109227872	0.2737	0.2261	21	13	12	0.45605	0.3048	194	0	8	0.0414507772020725	0.1444	0.101	11	12	0.277909090909091	0.26525	0.402727272727273	0.4015	0.192815	-1.22392370910147
YDR311W	0	49.9	0.0464	0.0499875	0.179825	0.393285358255452	0.348	0.0301	29	3	NA	0.307892857142857	0.227321428571429	103	1	0	0	NA	0.3263	NA	2	NA	0.268	NA	0.4355	0.2921225	-0.718534267252813
YDR312W	0	20.7	0.119	0.04509	0.1749975	0.507580573951435	0.5501	0.3772	11	17	NA	0.1774	0.1816	100	1	0	0	NA	0.3877	NA	16	NA	0.222875	NA	0.37825	0.136305	-2.03806293206044
YDR313C	1	11	0.0327	0.358525	0.5520625	0.314251398601399	0.0557	0.0015	2	42	13	0.394	0.361	177	0	7	0.0397727272727273	0.0652	0.0084	12	41	0.268916666666667	0.221756097560976	0.355166666666667	0.307341463414634	0.025155	NA
YDR314C	0	1.63	0.2195	0.1872625	0.38522	0.186040317919075	0.518	0.1786	10	NA	9	0.394555555555556	0.250111111111111	39	1	0	0	0.0358	NA	8	NA	0.188625	NA	0.195125	NA	NA	-1.05418909165712
YDR315C	1	1.32	0.0084	0.01752	0.1108675	0.0887989323843416	0.3718	0.0049	20	26	25	0.233157894736842	0.203684210526316	134	0	2	0.0150375939849624	0.0397	0.0597	24	25	0.225083333333333	0.22952	0.284666666666667	0.35168	0.0965825	-1.03622963575232
YDR316W	0	12.5	0.359	0.2003225	0.3939625	0.2716	0.6287	0.0333	7	13	26	0.3255	0.235	80	0	0	0	0.1501	0.1185	25	12	0.25712	0.21275	0.35964	0.317833333333333	0.0799275	-1.11417675906477
YDR317W	1	1.49	0.0048	0.10115	0.2568325	0.151186231884058	0.0364	0.0269	7	16	15	0.301	0.185333333333333	82	0	3	0.037037037037037	0.0266	0.0155	14	15	0.264214285714286	0.261933333333333	0.420857142857143	0.378733333333333	0.143365	-1.76561959706022
YDR318W	1	10.4	0.0101	0.1178575	0.2989325	0.23269972826087	0.0164	0.0272	12	24	3	0.317909090909091	0.239818181818182	139	0	3	0.0217391304347826	0.0219	0.0151	2	23	0.256	0.263347826086957	0.3905	0.312869565217391	0.1052825	-1.05070057932363
YDR320C	0	27.2	0.0038	0.008985	0.07823	0.454273203592814	0.0745	0.0067	21	NA	13	0.25455	0.18915	90	1	0	0	0.048	NA	12	NA	0.215666666666667	NA	0.414583333333333	NA	NA	-1.44737817810699
YDR320C-A	0	18.5	0.0535	0.0365825	0.154735	0.367019444444444	0.5653	0.0543	25	21	NA	0.21925	0.20175	78	1	0	0	NA	0.0462	NA	20	NA	0.20985	NA	0.27045	0.03504	-0.792118472078849
YDR321W	0	40.2	0.0051	0.018115	0.10983	0.18255905511811	0.087	0.0319	17	4	36	0.191875	0.2043125	106	0	0	0	0.0544	0.0246	35	3	0.227942857142857	0.239333333333333	0.2892	0.291	0.202655	-1.18396960476074
YDR322C-A	1	55.8	0.3961	0.3434	0.5519025	0.2395	0.2371	0.0734	6	18	2	0.487	0.2608	205	0	158	0.774509803921569	0.4017	0.2477	1	17	0.446	0.257823529411765	0.588	0.338882352941176	0.262375	-1.06541070432936
YDR322W	1	108	0.3494	0.3533125	0.545725	0.227429427792916	0.3002	0.0664	2	8	4	0.713	0.278	107	0	7	0.0660377358490566	0.4218	0.1146	3	7	0.384666666666667	0.21	0.665	0.31	0.1985975	NA
YDR323C	0	9.85	0.2835	0.24099	0.4659125	0.217328737864078	0.4596	0.0869	25	15	NA	0.383291666666667	0.253833333333333	146	1	0	0	NA	0.2178	NA	14	NA	0.251857142857143	NA	0.400142857142857	0.17366	-0.836338021360821
YDR325W	1	20.3	0.5382	0.37919	0.57135	0.235254299516908	0.6254	0.0413	2	12	17	0.285	0.342	98	0	2	0.0206185567010309	0.0709	0.0523	16	11	0.221125	0.204545454545455	0.2609375	0.279727272727273	0.0334075	NA
YDR328C	1	39.6	0.3525	0.34311	0.570535	0.529255670103093	0.5053	0.1995	38	14	6	0.431891891891892	0.263783783783784	192	0	103	0.539267015706806	0.2124	0.2518	5	13	0.1954	0.250769230769231	0.2958	0.379076923076923	0.17221	-1.63570345395192
YDR329C	1	19.7	0.1222	0.261365	0.466155	0.199185260770975	0.1018	0.0598	6	4	3	0.3788	0.28	72	0	1	0.0140845070422535	0.142	0.2041	2	3	0.2445	0.271333333333333	0.24	0.528	0.3229	-1.20152066942905
YDR330W	1	74.1	0.4793	0.3054325	0.521015	0.5015296	0.3781	0.1704	9	39	13	0.316	0.222	208	0	9	0.0434782608695652	0.1983	0.0757	12	38	0.25475	0.239473684210526	0.35175	0.333105263157895	0.0734375	-1.36525216136399
YDR331W	0	26.6	0.0022	0.0096175	0.0619875	0.141083211678832	0.1564	0.0025	27	10	NA	0.195884615384615	0.189230769230769	135	1	0	0	NA	0.0072	NA	9	NA	0.214555555555556	NA	0.299	0.0477325	-0.594619220441384
YDR332W	1	2.41	0.3685	0.475575	0.6587975	0.170696661828737	0.0794	0.1372	3	6	16	0.6425	0.342	80	0	1	0.0126582278481013	0.0266	0.2365	15	5	0.2248	0.2714	0.296533333333333	0.483	0.343805	NA
YDR335W	1	45.2	NA	NA	NA	0.112569444444444	0.4416	0.0804	1	11	19	NA	NA	113	0	15	0.133928571428571	0.3675	0.0744	18	10	0.295277777777778	0.1945	0.4195	0.1969	0.0704225	NA
YDR337W	1	80.1	0.4971	0.4232625	0.62131	0.298898601398601	0.508	0.3935	7	2	4	0.266666666666667	0.266833333333333	53	0	14	0.269230769230769	0.232	0.422	3	1	0.203666666666667	0.411	0.191333333333333	0.781	0.3779175	-0.865728185807515
YDR339C	1	13.6	0.003	0.0150575	0.0890975	0.198463492063492	0.038	0.0056	23	8	11	0.2505	0.188863636363636	90	0	9	0.101123595505618	0.0118	0.0074	10	7	0.2097	0.189714285714286	0.3239	0.196285714285714	0.0881575	-1.01240209080124
YDR341C	0	358	NA	NA	NA	0.159473311367381	0.1166	0.0273	1	16	NA	NA	NA	87	1	0	0	NA	0.0113	NA	15	NA	0.2222	NA	0.319066666666667	0.0439925	NA
YDR342C	1	71.1	0.0232	0.18142	0.3794225	0.0926868421052632	0.1272	0.0077	9	7	32	0.30725	0.231125	141	0	33	0.235714285714286	0.0075	0.0074	31	6	0.214193548387097	0.204833333333333	0.289387096774194	0.226666666666667	0.1113925	-1.28563872858435
YDR345C	1	547	0.0237	0.336645	0.5410375	0.0956414462081129	0.0362	0.0037	6	4	10	0.4828	0.2822	138	0	162	1.18248175182482	0.1062	0.0136	9	3	0.278555555555556	0.254666666666667	0.402333333333333	0.399	0.3041375	-0.756421741784614
YDR346C	1	617	0.0472	0.064065	0.2276725	0.401904781704782	0.5017	0.0255	50	14	16	0.348959183673469	0.24369387755102	314	0	60	0.191693290734824	0.0422	0.1303	15	13	0.228	0.253153846153846	0.347266666666667	0.439692307692308	0.14325	-1.43581183956041
YDR347W	1	105	0.0192	0.07017	0.2148825	0.291376012461059	0.3101	0.0091	11	13	2	0.3102	0.1998	118	0	33	0.282051282051282	0.2988	0.1198	1	12	0.411	0.244833333333333	0.781	0.302083333333333	0.1938875	-1.84237309724803
YDR349C	1	5.11	0.1242	0.2841475	0.504965	0.220123489932886	0.0056	0.0754	15	8	4	0.432357142857143	0.256428571428571	121	0	18	0.15	0.0038	0.042	3	7	0.236666666666667	0.298714285714286	0.300666666666667	0.448285714285714	0.41122	-0.87741378418364
YDR350C	0	2.43	0.4188	0.453215	0.6475625	0.111014619883041	0.2709	0.1061	6	4	9	0.512	0.315	74	0	0	0	0.431	0.2462	8	3	0.283	0.254666666666667	0.46825	0.399	0.3041375	-1.09059908919696
YDR353W	1	3037	0.146	0.2383125	0.43307	0.29070407523511	0.1954	0.056	6	8	2	0.3776	0.2252	52	0	45	0.882352941176471	0.3704	0.1368	1	7	0.361	0.269571428571429	0.394	0.398	0.196455	-0.907106795426908
YDR354W	0	62.8	0.0174	0.0990275	0.2591225	0.190555526315789	0.1253	0.0159	10	20	9	0.227888888888889	0.200666666666667	70	0	0	0	0.0147	0.0113	8	19	0.20475	0.219789473684211	0.185875	0.299894736842105	0.0419575	-1.14123015522483
YDR356W	1	19.4	0.0292	0.108775	0.291085	0.480036970338983	0.1225	0.0379	19	31	34	0.294944444444444	0.234277777777778	275	0	25	0.0912408759124088	0.2002	0.0216	33	30	0.240909090909091	0.236066666666667	0.384515151515152	0.354	0.07185	-1.53234513451258
YDR358W	1	22.3	0.452	0.437825	0.6469225	0.387129263913824	0.6088	0.2536	11	27	5	0.5302	0.3383	162	0	10	0.062111801242236	0.474	0.2275	4	26	0.298	0.276807692307692	0.3585	0.422653846153846	0.21261	-1.88091076720485
YDR359C	1	2.53	0.5014	0.265435	0.478105	0.492717820773931	0.6957	0.0279	9	2	23	0.36325	0.257375	121	0	12	0.1	0.0687	0.5139	22	1	0.212	0.272	0.2505	0.401	0.3600675	-1.57991756612337
YDR361C	1	145	0.1378	0.204055	0.3972825	0.312059010600707	0.242	0.0969	5	22	7	0.39975	0.295	250	0	9	0.036144578313253	0.2669	0.1099	6	21	0.32	0.233809523809524	0.448666666666667	0.335142857142857	0.11083	-0.489461584284274
YDR362C	0	12.2	NA	NA	NA	0.257075148809524	0.0386	0.0103	NA	11	6	NA	NA	50	1	0	0	0.0449	0.0534	5	10	0.2688	0.2768	0.3994	0.2854	0.1975	NA
YDR363W	1	18.2	0.1055	0.132155	0.32959	0.490569736842105	0.3953	0.0509	41	5	43	0.38495	0.245225	820	0	3	0.00366300366300366	0.0184	0.0995	42	4	0.22697619047619	0.1805	0.301642857142857	0.31325	0.1878025	-1.31197885749881
YDR363W-A	1	110	0.6126	0.39237	0.591395	0.541948314606742	0.5092	0.0589	4	56	10	0.429333333333333	0.253	181	0	78	0.433333333333333	0.5087	0.1399	9	55	0.268	0.246854545454545	0.382	0.310272727272727	0.0969425	NA
YDR364C	1	17.2	0.0427	0.2298275	0.43664	0.359034285714286	0.0668	0.052	8	27	12	0.293714285714286	0.239	372	0	33	0.0889487870619946	0.0618	0.0102	11	26	0.239727272727273	0.229192307692308	0.392636363636364	0.283346153846154	0.04141	-1.32281555862465
YDR365C	1	91.2	0.6884	0.44467	0.637155	0.563885987261146	0.5619	0.2577	4	6	10	0.697	0.306666666666667	75	0	10	0.135135135135135	0.2959	0.6842	9	5	0.267777777777778	0.3386	0.380555555555556	0.569	0.4424475	NA
