Gene	Ribohits.Binary	Abundance	ISD.0.iupred2	ISD.grafted.iupred2	ISD.grafted.sqrt	ISD.ORF.iupred2	ISD.Last10.iupred2	ISD.3UTR.iupred2	Length.0	Length.m1	Length.m2	Disorder.prop.0	RSA.hydrophilicity.0	Length.3UTR	Fragile
YER073W	1	401	0.5956	0.585995	0.753084859337094	0.208271538461538	0.2994	0.1804	7	2	21	0.6435	0.297833333333333	274	0
YER074W	1	509	0.6184	0.3766325	0.572458351332356	0.326608148148148	0.4702	0.0445	3	8	28	0.3675	0.28	106	0
YER074W-A	0	0.556	NA	NA	NA	0.0702294117647059	0.0013	0.0158	NA	2	19	NA	NA	74	1
YER075C	1	9.32	0.1999	0.283315	0.475936893202725	0.315478017241379	0.0907	0.0061	3	5	2	0.316	0.208	118	0
YER078C	1	50.8	0.1113	0.100635	0.261703470538038	0.220724853228963	0.3954	0.0182	4	6	23	0.0376666666666667	0.129666666666667	83	0
YER080W	0	144	NA	NA	NA	0.270944019138756	0.5994	0.0165	NA	22	4	NA	NA	100	1
YER081W	1	429	0.0193	0.0988925	0.282686423137228	0.221627292110874	0.0755	0.122	19	15	12	0.309555555555556	0.228666666666667	184	0
YER082C	1	61.3	0.2466	0.1831725	0.395568772723291	0.420973104693141	0.4027	0.072	11	10	6	0.4416	0.3017	91	0
YER083C	1	31	0.0022	0.160255	0.348249717848697	0.322827368421053	0.0013	0.0013	8	4	3	0.353	0.208857142857143	43	0
YER086W	1	250	0.047	0.2841375	0.496683068571061	0.2139140625	0.1643	0.0261	7	23	16	0.342833333333333	0.270333333333333	140	0
YER087C-B	1	15.9	0.1316	0.1939825	0.428893027682795	0.366730487804878	0.0242	0.0571	44	15	6	0.384279069767442	0.257790697674419	207	0
YER087W	1	7.21	0.2377	0.331165	0.563555055154087	0.2174640625	0.0779	0.0677	23	14	18	0.447454545454545	0.278090909090909	160	0
YER088C	1	36.6	0.5039	0.400945	0.608234150425694	0.652306865671642	0.563	0.2871	6	10	5	0.4572	0.323	139	0
YER090W	1	216	0.1223	0.2428175	0.456449795859999	0.280644181459566	0.1574	0.0261	10	19	21	0.459888888888889	0.255666666666667	105	0
YER091C	1	5026	0.3005	0.34071	0.55944350283929	0.210934159061278	0.1754	0.002	8	3	13	0.507	0.338857142857143	224	0
YER092W	1	33.4	0.0434	0.03851	0.187219033206569	0.42302	0.508	0.0357	57	8	31	0.355875	0.235660714285714	256	0
YER093C	0	1.83	0.6401	0.5057675	0.69504712204695	0.234285874125874	0.6462	0.2095	8	17	12	0.549714285714286	0.313285714285714	57	0
YER093C-A	1	17.1	0.2328	0.2037325	0.394140525663896	0.178248905109489	0.3938	0.0705	6	13	12	0.2934	0.2078	129	0
YER094C	1	29.6	0.2521	0.3158675	0.5545008414072	0.114502926829268	0.119	0.1669	33	31	35	0.381875	0.2465625	153	0
YER095W	1	91	0.005	0.0038	0.0599097088973456	0.318354	0.5738	0.004	62	37	22	0.282803278688525	0.19555737704918	236	0
YER096W	1	2.29	NA	NA	NA	0.2981263671875	0.2686	0.0036	1	56	3	NA	NA	189	0
YER099C	0	88.8	NA	NA	NA	0.168307547169811	0.1298	0.0252	NA	NA	5	NA	NA	73	1
YER100W	1	19.3	0.0222	0.4021	0.59549951951175	0.4088212	0.0086	0.1383	3	10	5	0.486	0.2735	93	0
YER101C	1	15.3	0.0192	0.076515	0.254853427979044	0.178148139534884	0.0904	0.0094	27	8	34	0.341692307692308	0.238153846153846	119	0
YER102W	1	595	0.1229	0.358525	0.552064543264296	0.4241665	0.1208	0.0081	2	5	38	0.394	0.361	143	0
YER103W	1	565	0.681	0.3685175	0.581278432646208	0.396456542056075	0.9232	0.1941	7	9	2	0.3415	0.284166666666667	129	0
YER104W	1	4.56	0.1518	0.0830725	0.269970121997585	0.635565384615385	0.7512	0.0563	48	9	16	0.386851063829787	0.232872340425532	381	0
YER105C	1	62.3	0.0113	0.0269675	0.14666641664417	0.168430553558591	0.3916	0.0246	28	8	11	0.349481481481482	0.221555555555556	123	0
YER107C	0	31	0.4025	0.205885	0.404507492056954	0.327376164383562	0.7008	0.0287	6	24	NA	0.3338	0.2322	106	1
YER110C	1	883	0.0138	0.1366175	0.296289168105475	0.185153459119497	0.0853	0.0162	3	36	14	0.117	0.136	151	0
YER112W	0	100	0.5965	0.1794825	0.368612031865431	0.599727807486631	0.7852	0.041	6	NA	13	0.2522	0.208	94	1
YER113C	1	11.3	0.0717	0.35006	0.580588635846608	0.0955856940509915	0.0038	0.0393	15	2	39	0.445	0.323214285714286	145	0
YER115C	0	1.72	0.1616	0.474015	0.673332381594491	0.235784293193717	0.0506	0.1788	9	8	18	0.508	0.3385	61	0
YER116C	1	2.34	0.0314	0.122955	0.308481704812319	0.610572627737226	0.1981	0.13	10	25	4	0.355666666666667	0.216222222222222	365	0
YER117W	0	2022	0.0413	0.089335	0.264121754786137	0.279970072992701	0.2109	0.0474	16	19	2	0.313	0.2416	64	0
YER118C	1	26.1	NA	NA	NA	0.339959128065395	0.5331	0.122	1	27	3	NA	NA	178	0
YER119C	0	1.08	0.0011	0.0180025	0.114746701584085	0.0394314732142857	0.0043	0.0079	20	30	2	0.303315789473684	0.207631578947368	97	0
YER120W	1	137	NA	NA	NA	0.407173770491803	0.0161	0.0043	1	7	11	NA	NA	103	0
YER122C	1	65	0.1399	0.26904	0.454880529883737	0.524185395537525	0.2609	0.0075	2	26	8	0.263	0.143	142	0
YER123W	1	34.1	NA	NA	NA	0.383340267175573	6e-04	0.0271	1	15	28	NA	NA	380	0
YER124C	1	26.5	0.3862	0.28606	0.47812933519374	0.190579057591623	0.3427	0.0839	3	8	37	0.5585	0.239	340	0
YER125W	1	29.3	0.0363	0.0378325	0.185370721440609	0.40044956736712	0.3189	0.0152	40	30	44	0.318307692307692	0.227666666666667	394	0
YER126C	0	354	NA	NA	NA	0.465528352490421	0.2176	0.0395	NA	17	23	NA	NA	200	1
YER127W	1	26.6	0.1463	0.0721375	0.222130807207226	0.56814649859944	0.5496	0.0757	10	14	21	0.314888888888889	0.216777777777778	120	0
YER131W	1	5036	0.3019	0.24268	0.42520237235285	0.501015966386555	0.4822	0.0307	2	6	8	0.09	0.125	121	0
YER133W	1	569	0.5192	0.46966	0.679209444663566	0.122054487179487	0.6058	0.2424	16	6	2	0.491066666666667	0.325466666666667	439	0
YER136W	1	358	0.4202	0.26417	0.491094468265536	0.195438359201774	0.5483	0.0492	13	7	25	0.343416666666667	0.240916666666667	325	0
YER139C	1	59.3	0.4832	0.3850025	0.605860512964147	0.24891814159292	0.4786	0.0646	22	19	8	0.458571428571429	0.257142857142857	725	0
YER141W	1	52.3	0.0087	0.0608725	0.194646510759326	0.115201234567901	0.1943	0.0053	7	42	3	0.2095	0.193333333333333	240	0
YER142C	0	4.88	0.0306	0.1172125	0.288741816094071	0.140103378378378	0.3038	0.0798	8	2	27	0.256714285714286	0.231	86	0
YER143W	1	67.8	0.1369	0.119325	0.310906574306921	0.341036915887851	0.4263	0.0091	15	4	7	0.3445	0.213428571428571	185	0
YER144C	0	4.54	0.0108	0.2149775	0.426775936282638	0.229224968944099	0.0076	0.092	9	14	NA	0.35275	0.23975	116	1
YER145C	1	112	0.0409	0.04647	0.198654227026892	0.100646782178218	0.3132	0.0228	27	4	2	0.329923076923077	0.229730769230769	99	0
YER146W	1	9.24	0.7394	0.470535	0.664993536359162	0.236775268817204	0.4377	0.144	5	23	18	0.4745	0.37575	86	0
YER147C	0	13	NA	NA	NA	0.0905123397435897	0.1024	NA	NA	NA	NA	NA	NA	2	1
YER148W	0	45.2	NA	NA	NA	0.243669583333333	0.0138	0.1394	NA	5	NA	NA	NA	18	1
YER149C	1	72.9	0.4172	0.11761	0.278805713290473	0.490795952380952	0.765	0.1653	6	9	2	0.171	0.1772	77	0
YER150W	1	5.58	0.1707	0.35245	0.55808110916218	0.381062837837838	0.1652	0.0055	5	3	7	0.4765	0.26125	166	0
YER151C	1	120	0.3276	0.29788	0.525587254109624	0.477338596491228	0.3325	0.264	11	7	14	0.3256	0.278	68	0
YER152C	1	18.8	0.0694	0.213395	0.419506756717662	0.242392325056433	0.0939	0.0175	7	6	10	0.375333333333333	0.289166666666667	51	0
YER154W	0	85.2	0.0942	0.0647575	0.217146607125879	0.215087313432836	0.4099	0.3979	13	NA	2	0.305	0.227416666666667	66	1
YER157W	0	49.3	0.1912	0.22607	0.420589848324047	0.183263420724095	0.1798	0.008	4	NA	NA	0.259	0.200666666666667	40	1
YER159C	1	76.6	0.8064	0.4571325	0.658872281775184	0.517535211267606	0.7606	0.1497	8	10	7	0.447571428571429	0.291428571428571	146	0
YER161C	1	28.4	0.1281	0.06971	0.255037477391201	0.68064984984985	0.4787	0.0596	57	12	4	0.334696428571429	0.225660714285714	270	0
YER162C	1	19.3	0.9116	0.4516675	0.653095276813156	0.326058620689655	0.6832	0.2068	7	2	9	0.4935	0.2995	109	0
YER165W	1	2641	0.7671	0.2570425	0.457451469918682	0.417841421143847	0.7585	0.0526	4	27	35	0.334666666666667	0.179333333333333	127	0
YER167W	0	2.52	NA	NA	NA	0.633744065804935	0.47	0.4909	NA	4	NA	NA	NA	11	1
YER168C	1	140	NA	NA	NA	0.200045238095238	0.0648	0.2364	1	4	23	NA	NA	94	0
YER169W	1	28.5	0.233	0.130765	0.343370975110758	0.407317587939699	0.7329	0.0875	32	17	14	0.370806451612903	0.238774193548387	207	0
YER170W	1	9.44	0.1306	0.2829425	0.476998139876429	0.274355111111111	0.2187	0.0859	3	9	12	0.298	0.2095	357	0
YER171W	1	141	0.4255	0.171315	0.365302963214716	0.195761053984576	0.912	0.1662	8	3	17	0.239714285714286	0.217428571428571	101	0
YER174C	1	72.9	0.0094	0.0305825	0.154767152167548	0.298854918032787	0.3275	0.006	25	5	29	0.200083333333333	0.200541666666667	110	0
YER175C	0	22	0.0152	0.0588675	0.205379214081328	0.226565551839465	0.0606	0.0096	13	38	6	0.369833333333333	0.2335	229	0
YER176W	1	25.4	0.2292	0.418975	0.632058582704806	0.367870383586084	0.0565	0.1392	14	3	21	0.467615384615385	0.287	115	0
YER177W	0	2294	0.5266	0.1759075	0.34852491464634	0.400001123595506	0.9556	0.3695	3	NA	NA	0.19	0.1395	31	1
YER178W	1	1038	0.5206	0.4342	0.639955768491451	0.234923095238095	0.4099	0.1313	7	4	2	0.471833333333333	0.358833333333333	135	0
YER180C	0	1.35	0.012	0.0681875	0.217819751284489	0.325721348314607	0.1665	0.0054	12	15	2	0.306090909090909	0.200363636363636	56	0
YER180C-A	1	2.05	0.0693	0.049505	0.184106251630405	0.587088235294117	0.4356	0.0951	10	9	5	0.235444444444444	0.206222222222222	86	0
YER183C	1	10	0.0032	0.0204175	0.120272040359605	0.236981042654028	0.0354	0.0079	15	14	17	0.219214285714286	0.190071428571429	91	0
YFL001W	0	65.1	0.6552	0.3462275	0.550075002720135	0.234126470588235	0.502	0.3567	4	2	8	0.22	0.269666666666667	33	0
YFL002C	1	61.5	0.2289	0.183805	0.405179019776079	0.20575198019802	0.4429	0.1097	16	10	23	0.371666666666667	0.2658	137	0
YFL004W	0	304	0.0585	0.164135	0.352845854069972	0.255759541062802	0.057	0.0079	7	NA	18	0.2675	0.213	75	1
YFL005W	1	138	0.1267	0.15806	0.365803756562398	0.219264651162791	0.4563	0.0158	11	9	20	0.3587	0.2846	218	0
YFL008W	1	78.8	0.1736	0.2754075	0.511575508164794	0.320098040816327	0.1756	0.1742	27	14	3	0.414346153846154	0.251153846153846	104	0
YFL009W	1	1.65	0.4633	0.5241975	0.708641508172461	0.265953145057766	0.1753	0.0764	8	6	17	0.575714285714286	0.326857142857143	96	0
YFL010C	1	66.2	0.2093	0.19594	0.415582514734445	0.691362559241706	0.4464	0.0636	14	11	13	0.328846153846154	0.275	161	0
YFL013C	0	25	0.3662	0.3978375	0.619867191652734	0.429729624277457	0.3	0.3662	20	2	NA	0.293105263157895	0.260315789473684	61	1
YFL014W	1	352	0.6101	0.1749075	0.367368771697657	0.698183486238532	0.7877	0.1412	7	17	15	0.299	0.2315	186	0
YFL016C	1	137	0.3624	0.175135	0.37190894113539	0.387146575342466	0.4688	0.2984	7	12	9	0.285166666666667	0.212666666666667	102	0
YFL017C	1	83.6	0.0109	0.0489725	0.193443414089739	0.146335220125786	0.1472	0.012	16	7	5	0.180333333333333	0.195666666666667	75	0
YFL017W-A	0	26.6	NA	NA	NA	0.154549350649351	0.0388	0.0042	NA	NA	21	NA	NA	67	1
YFL018C	0	689	NA	NA	NA	0.255290581162325	0.158	0.0198	NA	NA	5	NA	NA	59	1
YFL020C	0	1.39	0.1702	0.358525	0.552064543264296	0.131489344262295	0.087	0.0372	2	10	6	0.394	0.361	114	0
YFL021W	0	20.4	NA	NA	NA	0.486455490196078	0.3007	0.0891	NA	NA	NA	NA	NA	8	1
YFL022C	0	165	0.1306	0.2254	0.42127426114205	0.241127435387674	0.3034	0.0067	6	16	NA	0.4184	0.2458	114	1
YFL023W	0	25.2	0.4387	0.23621	0.460329344004444	0.544765954773869	0.6661	0.1258	13	NA	8	0.378916666666667	0.277166666666667	90	1
YFL025C	1	0.945	0.0632	0.4530575	0.656085758129855	0.106930320699708	7e-04	0.0338	9	15	6	0.441125	0.32675	155	0
YFL026W	1	43.4	0.4183	0.2493875	0.467540742499082	0.176927610208817	0.5272	0.2231	9	12	7	0.455	0.298625	191	0
YFL027C	0	7.43	0.0442	0.1287775	0.306076089757144	0.115586921529175	0.1641	0.0263	9	11	26	0.282625	0.20675	87	0
YFL028C	1	56.7	0.0738	0.1372025	0.342613389974386	0.15461384083045	0.2683	0.0367	17	5	2	0.360625	0.2551875	73	0
YFL029C	0	18.3	NA	NA	NA	0.186017934782609	0.2765	0.0176	1	NA	6	NA	NA	62	1
YFL034C-A	1	773	0.3236	0.1746825	0.373080916983874	0.269623770491803	0.6888	0.1007	10	8	2	0.236777777777778	0.221333333333333	69	0
YFL034C-B	1	28.9	0.0851	0.358525	0.552064543264296	0.299542857142857	0.0499	0.0276	2	17	9	0.394	0.361	172	0
YFL036W	0	110	0.0054	0.021545	0.125273459329165	0.265137749814952	0.109	0.0016	15	NA	3	0.232071428571429	0.201428571428571	101	1
YFL037W	1	137	0.0203	0.018625	0.121160202266088	0.30938249452954	0.8276	0.0329	23	15	2	0.364545454545455	0.217363636363636	226	0
YFL038C	1	65	0.3009	0.3812875	0.59776945684127	0.216052912621359	0.3548	0.4463	11	13	17	0.5243	0.2528	117	0
YFL039C	0	1218	0.0354	0.0676625	0.243050660723446	0.244525333333333	0.2693	0.1022	25	20	34	0.39575	0.217083333333333	101	0
YFL041W	1	60.9	0.2226	0.2581825	0.467071339420497	0.218318649517685	0.241	0.0277	6	10	2	0.3492	0.3012	175	0
YFL044C	0	28.8	NA	NA	NA	0.285801661129568	0.5078	0.0221	1	27	14	NA	NA	218	0
YFL045C	1	568	0.0085	0.1268075	0.301313040885249	0.17699842519685	0.1244	0.0042	8	40	27	0.314857142857143	0.209571428571429	157	0
YFL047W	0	31.3	0.712	0.3696875	0.561735007266893	0.204639215686275	0.4244	0.0146	2	NA	13	0.407	0.366	65	1
YFL048C	1	77.6	0.022	0.0575875	0.221024840714576	0.276201573033708	0.0428	0.0193	30	23	29	0.296206896551724	0.221413793103448	115	0
YFL049W	1	33.5	0.5509	0.3797475	0.57868600824541	0.353134991974318	0.5353	0.1087	3	20	6	0.588	0.446	153	0
YFL050C	0	20.9	0.2721	0.3925525	0.60819708745887	0.390238111888112	0.23	0.0803	11	2	34	0.3769	0.2822	284	0
YFL055W	0	1.29	0.0048	0.2563175	0.447304200322399	0.0631062724014337	0.0086	0.052	4	37	29	0.463333333333333	0.212	406	0
YFL057C	0	1.37	0.0065	0.03529	0.152869953911276	0.271675	0.1074	0.004	11	27	NA	0.2855	0.1954	112	1
YFR001W	1	50.3	0.2642	0.2530125	0.443012672156268	0.560714215686274	0.4951	0.164	3	2	5	0.262	0.251	72	0
YFR002W	0	201	0.007	0.1366175	0.296289168105475	0.190787842669845	0.0958	0.0306	3	24	NA	0.117	0.136	94	1
YFR003C	1	10.9	0.2594	0.0922625	0.292477527684323	0.757558064516129	0.7295	0.1558	48	22	12	0.368340425531915	0.268382978723404	180	0
YFR004W	1	243	0.1119	0.10982	0.295041596706714	0.306375816993464	0.2703	0.0336	11	10	5	0.3067	0.2418	100	0
YFR005C	1	6.07	0.3168	0.4431975	0.643737663845189	0.151120089285714	0.097	0.0298	5	24	16	0.5395	0.42475	203	0
YFR007W	1	3.48	0.0514	0.1216425	0.315023907616526	0.214848725212465	0.1405	0.034	15	3	12	0.325071428571429	0.257142857142857	67	0
YFR008W	1	7.73	0.1075	0.16986	0.369404615551924	0.381941176470588	0.1321	0.0173	12	71	9	0.378181818181818	0.242090909090909	348	0
YFR010W	0	222	0.0204	0.13069	0.310831503728698	0.322209218436874	0.1166	0.0073	9	NA	NA	0.317	0.2255	98	1
YFR011C	1	106	0.1372	0.1761475	0.397683578222226	0.388211176470588	0.2932	0.04	19	7	2	0.378777777777778	0.264833333333333	160	0
YFR013W	1	23.8	0.5981	0.4113975	0.622941534029917	0.402075095298602	0.6529	0.3116	8	3	21	0.441714285714286	0.279285714285714	155	0
YFR014C	1	22.7	NA	NA	NA	0.303757623318386	0.8753	0.0372	1	18	12	NA	NA	221	0
YFR015C	1	84.1	0.2686	0.1860725	0.383189421132371	0.209634604519774	0.7146	0.0085	7	4	15	0.190166666666667	0.222833333333333	138	0
YFR016C	1	71.3	0.1716	0.3442025	0.559548107685781	0.7225499594485	0.1642	0.1758	9	8	4	0.46575	0.27275	43	0
YFR021W	1	20.1	0.1323	0.235095	0.462212892905995	0.3085198	0.0961	0.0376	18	26	32	0.382529411764706	0.249117647058824	108	0
YFR022W	0	1.29	0.413	0.14142	0.325421828784134	0.37927721691678	0.5101	0.1411	10	17	14	0.358444444444444	0.216444444444444	163	0
YFR024C-A	1	67.1	0.113	0.2661575	0.461022712403665	0.422217211328976	0.3118	0.0998	3	14	7	0.339	0.2855	179	0
YFR025C	0	56.6	NA	NA	NA	0.168887462686567	0.0348	0.0413	NA	2	23	NA	NA	86	1
YFR026C	0	7.55	NA	NA	NA	0.268799408284024	0.1162	0.0812	NA	9	2	NA	NA	78	1
YFR027W	1	2.77	0.0188	0.07085	0.255110868526911	0.358020996441281	0.0332	0.0155	38	23	16	0.319702702702703	0.25327027027027	134	0
YFR028C	0	83.5	0.0846	0.026665	0.1414941420935	0.335148275862069	0.6332	0.1184	17	12	NA	0.2774375	0.22525	75	1
YFR029W	0	1.03	0.0206	0.1743975	0.353060092908098	0.316846017699115	0.2024	0.0942	3	NA	17	0.045	0.113	73	1
YFR030W	0	73	NA	NA	NA	0.149938260869565	0.0554	0.0134	NA	2	4	NA	NA	52	1
YFR031C-A	1	553	0.5338	0.2370175	0.423159554835038	0.423013779527559	0.6722	0.3294	3	5	9	0.1905	0.142	158	0
YFR033C	1	115	0.1153	0.0616875	0.213559892771293	0.724045578231292	0.4834	0.0465	14	36	28	0.390307692307692	0.213461538461538	140	0
YFR034C	0	1.26	0.4645	0.3639625	0.596970857447079	0.658308333333333	0.4118	0.277	40	25	NA	0.438153846153846	0.273564102564103	214	1
YFR037C	0	187	0.2807	0.3172675	0.522465594251983	0.360121903052065	0.3149	0.2807	4	NA	NA	0.321	0.304333333333333	12	1
YFR038W	0	11.2	NA	NA	NA	0.279572684642438	0.323	0.0088	NA	NA	11	NA	NA	89	1
YFR041C	1	13.5	0.2524	0.2161025	0.431478949684768	0.237577966101695	0.4314	0.1894	12	5	3	0.326909090909091	0.239272727272727	110	0
YFR042W	0	0.108	0.0038	0.1088425	0.263253417819996	0.0043225	0.0057	0.0059	6	20	NA	0.2386	0.156	93	1
YFR043C	0	1.28	0.028	0.0628575	0.21662285996827	0.20527805907173	0.2885	0.0539	13	16	NA	0.209916666666667	0.185666666666667	54	1
YFR044C	0	397	NA	NA	NA	0.216369022869023	0.2991	0.0131	NA	NA	12	NA	NA	68	1
YFR046C	1	14.3	0.1857	0.520415	0.710481213603975	0.561681717451524	0.0315	0.1082	9	5	11	0.40425	0.351375	66	0
YFR047C	1	42.8	0.0035	0.01293	0.0995186479363836	0.158400677966102	0.1109	0.0149	17	16	4	0.2709375	0.220375	73	0
YFR048W	0	15.6	0.0719	0.29153	0.508510452156513	0.451908006042296	0.0106	0.0699	10	7	NA	0.368444444444444	0.251777777777778	44	1
YFR049W	1	168	0.077	0.139645	0.318397917791272	0.262357723577236	0.3546	0.0105	8	31	3	0.269857142857143	0.212142857142857	119	0
YFR050C	1	248	0.0309	0.0488125	0.202719844134956	0.216982330827068	0.1663	0.0176	29	28	9	0.396	0.229892857142857	137	0
YFR051C	1	240	0.0289	0.08037	0.254991531330962	0.367721062271062	0.2127	0.0254	17	7	19	0.327	0.2530625	72	0
YFR052W	0	329	0.0084	0.0948375	0.243015322108252	0.143266788321168	0.1039	0.0139	5	NA	NA	0.12775	0.1615	36	1
YGL001C	1	175	0.0256	0.1499925	0.337001714973513	0.197869914040115	0.1179	0.0181	8	19	5	0.368714285714286	0.225	122	0
YGL002W	1	4.42	0.0713	0.3310175	0.544178157483203	0.107602777777778	0.0196	0.0121	7	10	41	0.464833333333333	0.286666666666667	172	0
YGL003C	0	1.21	NA	NA	NA	0.388925618374558	0.1306	0.0328	1	15	6	NA	NA	146	0
YGL004C	0	25.7	0.0841	0.2633625	0.463036741031362	0.235926378896882	0.1026	0.1021	5	NA	NA	0.50525	0.2385	44	1
YGL005C	1	16.6	0.0653	0.08326	0.278280638848496	0.295165949820789	0.3316	0.026	52	16	3	0.363176470588235	0.250843137254902	222	0
YGL008C	1	12048	0.5097	0.2665425	0.463392484320722	0.210635294117647	0.4152	0.0216	3	5	23	0.3565	0.1895	494	0
YGL009C	1	2105	0.3248	0.411855	0.630746816164931	0.317350834403081	0.2634	0.1823	12	33	3	0.383090909090909	0.292	160	0
YGL011C	1	331	0.4102	0.32551	0.541529127024991	0.212329365079365	0.3644	0.1538	9	30	8	0.28725	0.226875	126	0
YGL012W	0	44.1	NA	NA	NA	0.0403331923890063	0.0029	7e-04	NA	10	18	NA	NA	76	1
YGL014W	0	64.2	0.0218	0.15478	0.3397755606711	0.477522635135135	0.2166	0.0088	8	NA	2	0.331857142857143	0.195	90	1
YGL016W	0	95.5	0.0538	0.12869	0.330321104543685	0.0943925994449584	0.0629	0.033	19	3	NA	0.3695	0.241555555555556	156	1
YGL017W	1	21.2	0.0168	0.134795	0.310952937731094	0.141268389662028	0.0369	0.0116	7	17	14	0.260833333333333	0.2085	152	0
YGL018C	1	25	0.5525	0.359325	0.573634161141317	0.33501847826087	0.3772	0.3228	6	16	22	0.5412	0.3002	135	0
YGL019W	0	102	NA	NA	NA	0.302713669064748	0.1572	0.0044	NA	NA	3	NA	NA	105	1
YGL020C	0	61.2	NA	NA	NA	0.117125957446809	0.0946	0.0057	NA	19	10	NA	NA	78	1
YGL022W	1	58.1	0.2016	0.21249	0.441487665661165	0.0761671309192201	0.4309	0.1715	19	10	6	0.356	0.275833333333333	83	0
YGL023C	1	9.14	NA	NA	NA	0.588165826771654	0.445	0.0783	1	18	16	NA	NA	127	0
YGL026C	1	873	NA	NA	NA	0.249376661951909	0.3425	0.0403	1	5	3	NA	NA	81	0
YGL027C	0	65.3	NA	NA	NA	0.182307803121248	0.0144	0.0125	NA	NA	4	NA	NA	91	1
YGL028C	1	200	0.0158	0.1759075	0.34852491464634	0.424809409594096	0.1367	0.0506	3	19	12	0.19	0.1395	298	0
YGL029W	1	56.4	0.5029	0.2827225	0.51659834328584	0.637261666666667	0.7485	0.2796	16	21	12	0.434933333333333	0.295666666666667	182	0
YGL030W	1	1414	0.086	0.276815	0.47228345614087	0.113871428571429	0.0835	0.0039	3	25	2	0.242	0.243	102	0
YGL031C	1	3460	0.1471	0.0471375	0.190953735063393	0.549810322580645	0.6189	0.0273	19	24	11	0.234722222222222	0.205777777777778	126	0
YGL032C	1	10.6	0.0781	0.2925075	0.51378868477318	0.174074712643678	0.2688	0.0827	12	17	19	0.523181818181818	0.273272727272727	99	0
YGL037C	1	149	0.4734	0.529315	0.715632038386077	0.250133796296296	0.2511	0.1684	9	4	3	0.47175	0.29275	140	0
YGL038C	1	92.1	0.2405	0.1891625	0.406887752860063	0.269607916666667	0.5948	0.0608	16	12	11	0.435866666666667	0.252066666666667	342	0
YGL039W	1	33	0.3356	0.37919	0.571344142794546	0.167119540229885	0.1989	0.0335	2	20	11	0.285	0.342	123	0
YGL040C	1	218	0.2408	0.244	0.465930790052544	0.158870175438596	0.0996	0.037	9	8	40	0.444125	0.28325	206	0
YGL043W	1	183	0.3275	0.48203	0.674826971843825	0.445665372168285	0.0423	0.2683	5	2	26	0.41525	0.3775	223	0
YGL044C	1	53	0.1449	0.37919	0.571344142794546	0.401774662162162	0.1047	0.0839	2	50	16	0.285	0.342	277	0
YGL045W	1	12.9	0.1362	0.0952325	0.305234086840884	0.398673431734317	0.8152	0.0722	84	36	5	0.352373493975904	0.240518072289157	369	0
YGL047W	0	23.9	0.0095	0.143125	0.313573665317582	0.130976732673267	0.101	0.0256	5	NA	2	0.24225	0.19675	22	1
YGL048C	1	202	0.0072	0.0250075	0.134245932497513	0.264272345679012	0.2644	0.0097	13	22	18	0.19425	0.18125	95	0
YGL049C	1	82.5	0.5635	0.1059675	0.26187555187989	0.603827789934354	0.812	0.0672	5	10	44	0.228	0.21075	166	0
YGL050W	1	35.2	0.039	0.033235	0.164463823223712	0.260802197802198	0.575	0.0121	27	52	33	0.333461538461538	0.220846153846154	198	0
YGL054C	1	121	0.3152	0.54507	0.730558688942177	0.00640289855072464	0.0053	0.119	11	16	6	0.5259	0.3432	298	0
YGL055W	1	70.7	0.3899	0.476965	0.683929779413033	0.175868823529412	0.177	0.0583	16	6	13	0.380666666666667	0.293333333333333	225	0
YGL056C	0	203	NA	NA	NA	0.445083870967742	0.8829	0.2125	NA	NA	12	NA	NA	78	1
YGL057C	1	4.62	0.0462	0.1631475	0.373918010550216	0.187161324041812	0.3469	0.0032	18	12	39	0.414764705882353	0.251470588235294	152	0
YGL058W	1	48.3	0.9376	0.53986	0.722838848824801	0.460746511627907	0.9737	0.2587	7	16	27	0.694	0.378333333333333	219	0
YGL059W	0	9.1	0.156	0.290165	0.520807105886149	0.15549083503055	0.234	0.2587	18	2	NA	0.357058823529412	0.258823529411765	150	1
